"EXERCICIO";"CODIGO ORGAO SUPERIOR";"NOME ORGAO SUPERIOR";"CODIGO ORGAO SUBORDINADO";"NOME ORGAO SUBORDINADO";"CODIGO UNIDADE ORCAMENTARIA";"NOME UNIDADE ORCAMENTARIA";"CODIGO FUNCAO";"NOME FUNCAO";"CODIGO SUBFUNCAO";"NOME SUBFUNCAO";"CODIGO PROGRAMA ORCAMENTARIO";"NOME PROGRAMA ORCAMENTARIO";"CODIGO ACAO";"NOME ACAO";"CODIGO CATEGORIA ECONOMICA";"NOME CATEGORIA ECONOMICA";"CODIGO GRUPO DE DESPESA";"NOME GRUPO DE DESPESA";"CODIGO ELEMENTO DE DESPESA";"NOME ELEMENTO DE DESPESA";"ORCAMENTO INICIAL (R$)";"ORCAMENTO ATUALIZADO (R$)";"ORCAMENTO REALIZADO (R$)"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"22";"INDUSTRIA";"846";"OUTROS ENCARGOS ESPECIAIS";"2121";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA;";"09HB";"CONTRIBUICAO DA UNIAO; DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"3";"DESPESAS CORRENTES";"1";"PESSOAL E ENCARGOS SOCIAIS";"13";"OBRIGACOES PATRONAIS";"23027982.52";"23027982.52";"8439194.42"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"22";"INDUSTRIA";"846";"OUTROS ENCARGOS ESPECIAIS";"2121";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA;";"09HB";"CONTRIBUICAO DA UNIAO; DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"3";"DESPESAS CORRENTES";"1";"PESSOAL E ENCARGOS SOCIAIS";"92";"DESPESAS DE EXERCICIOS ANTERIORES";"79.02";"79.02";"0.00"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"22";"INDUSTRIA";"846";"OUTROS ENCARGOS ESPECIAIS";"2121";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA INDUSTRIA;";"09HB";"CONTRIBUICAO DA UNIAO; DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"3";"DESPESAS CORRENTES";"1";"PESSOAL E ENCARGOS SOCIAIS";"00";"NAO INFORMADO";"2991338.46";"2991338.46";"0.00"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"126";"TECNOLOGIA DA INFORMACAO";"2024";"COMERCIO EXTERIOR";"153V";"DESENVOLVIMENTO DO PORTAL UNICO DE COMERCIO EXTERIOR";"4";"DESPESAS DE CAPITAL";"4";"INVESTIMENTOS";"00";"NAO INFORMADO";"530598.00";"0.00";"0.00"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"125";"NORMATIZACAO E FISCALIZACAO";"2024";"COMERCIO EXTERIOR";"2022";"ANALISE DE PROCESSOS CONTRA PRATICAS DESLEAIS E ILEGAIS";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"33";"PASSAGENS E DESPESAS COM LOCOMOCAO";"499818.82";"499818.82";"205474.38"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"125";"NORMATIZACAO E FISCALIZACAO";"2024";"COMERCIO EXTERIOR";"2022";"ANALISE DE PROCESSOS CONTRA PRATICAS DESLEAIS E ILEGAIS";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"93";"INDENIZACOES E RESTITUICOES";"484.42";"484.42";"0.00"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"125";"NORMATIZACAO E FISCALIZACAO";"2024";"COMERCIO EXTERIOR";"2022";"ANALISE DE PROCESSOS CONTRA PRATICAS DESLEAIS E ILEGAIS";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"92";"DESPESAS DE EXERCICIOS ANTERIORES";"644.00";"644.00";"0.00"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"125";"NORMATIZACAO E FISCALIZACAO";"2024";"COMERCIO EXTERIOR";"2022";"ANALISE DE PROCESSOS CONTRA PRATICAS DESLEAIS E ILEGAIS";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"00";"NAO INFORMADO";"802026.50";"405758.50";"0.00"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"125";"NORMATIZACAO E FISCALIZACAO";"2024";"COMERCIO EXTERIOR";"2022";"ANALISE DE PROCESSOS CONTRA PRATICAS DESLEAIS E ILEGAIS";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA";"11451.31";"11451.31";"5021.58"
"2018/08";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS";"28000";"MINISTERIO DA INDUSTRIA; COMERCIO EXTERIOR E SERVICOS - UNIDADES COM VINCULO DIRETO";"28101";"MINIST.DA IND.;COM.EXTERIOR E SERVICOS- MICES";"23";"COMERCIO E SERVICOS";"125";"NORMATIZACAO E FISCALIZACAO";"2024";"COMERCIO EXTERIOR";"2022";"ANALISE DE PROCESSOS CONTRA PRATICAS DESLEAIS E ILEGAIS";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"14";"DIARIAS - CIVIL";"485574.95";"485574.95";"173947.31"
